"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"20.11.2015 06:10:00";"2";"0";"188";"5,24";"8388608";"1509111";"17,99";"0";"46";"554";"5";"6"
"20.11.2015 06:15:00";"2";"0";"176";"4,91";"8388608";"826278";"9,85";"0";"40";"554";"3";"3"
"20.11.2015 06:20:00";"2";"0";"154";"4,3";"8388608";"641729";"7,65";"0";"41";"554";"4";"5"
"20.11.2015 06:25:00";"2";"0";"174";"4,87";"8388608";"624951";"7,45";"0";"42";"554";"3";"3"
"20.11.2015 06:30:00";"2";"0";"174";"4,86";"8388608";"536032";"6,39";"0";"42";"554";"5";"5"
"20.11.2015 06:35:00";"2";"0";"198";"5,54";"8388608";"1307784";"15,59";"0";"58";"554";"3";"3"
"20.11.2015 06:40:00";"2";"0";"192";"5,36";"8388608";"1190343";"14,19";"0";"44";"554";"5";"5"
"20.11.2015 06:45:00";"2";"0";"178";"4,98";"8388608";"826278";"9,85";"0";"43";"554";"3";"4"
"20.11.2015 06:50:00";"2";"0";"160";"4,47";"8388608";"485700";"5,79";"0";"43";"554";"4";"5"
"20.11.2015 06:55:00";"2";"0";"175";"4,89";"8388608";"519255";"6,19";"0";"40";"554";"3";"3"
"20.11.2015 07:00:00";"2";"0";"173";"4,84";"8388608";"653473";"7,79";"0";"42";"554";"5";"5"
"20.11.2015 07:05:00";"2";"0";"166";"4,63";"8388608";"624951";"7,45";"0";"64";"554";"3";"3"
"20.11.2015 07:10:00";"2";"0";"190";"5,31";"8388608";"1212154";"14,45";"0";"44";"554";"5";"5"
"20.11.2015 07:15:00";"2";"0";"173";"4,83";"8388608";"703804";"8,39";"0";"41";"554";"4";"4"
"20.11.2015 07:20:00";"2";"0";"155";"4,35";"8388608";"580492";"6,92";"0";"43";"554";"6";"6"
"20.11.2015 07:25:00";"2";"0";"205";"5,72";"8388608";"586364";"6,99";"1";"44";"554";"11";"13"
"20.11.2015 07:30:00";"2";"0";"179";"4,99";"8388608";"557842";"6,65";"0";"43";"554";"5";"5"
"20.11.2015 07:35:00";"2";"0";"175";"4,88";"8388608";"675283";"8,05";"0";"60";"554";"3";"3"
"20.11.2015 07:40:00";"2";"0";"188";"5,24";"8388608";"1061159";"12,65";"0";"45";"554";"5";"6"
"20.11.2015 07:45:00";"2";"0";"181";"5,05";"8388608";"838022";"9,99";"0";"41";"554";"3";"4"
"20.11.2015 07:50:00";"2";"0";"160";"4,48";"8388608";"653473";"7,79";"0";"42";"554";"4";"5"
"20.11.2015 07:55:00";"2";"0";"171";"4,77";"8388608";"569586";"6,79";"0";"41";"554";"3";"3"
"20.11.2015 08:00:00";"2";"0";"175";"4,89";"8388608";"586364";"6,99";"0";"43";"554";"5";"6"
"20.11.2015 08:05:00";"2";"0";"184";"5,15";"8388608";"697932";"8,32";"0";"62";"554";"18";"19"
"20.11.2015 08:10:00";"2";"0";"199";"5,55";"8388608";"1458779";"17,39";"0";"45";"554";"19";"41"
"20.11.2015 08:15:00";"2";"0";"225";"6,29";"8388608";"781818";"9,32";"8";"45";"554";"21";"79"
"20.11.2015 08:20:00";"2";"0";"157";"4,4";"8388608";"636695";"7,59";"0";"42";"554";"7";"21"
"20.11.2015 08:25:00";"2";"0";"174";"4,86";"8388608";"670250";"7,99";"0";"42";"554";"3";"3"
"20.11.2015 08:30:00";"2";"0";"180";"5,04";"8388608";"720581";"8,59";"0";"45";"554";"5";"5"
"20.11.2015 08:35:00";"2";"0";"181";"5,05";"8388608";"614046";"7,32";"3";"51";"554";"6";"12"
"20.11.2015 08:40:00";"2";"0";"213";"5,95";"8388608";"1391670";"16,59";"23";"46";"554";"19";"54"
"20.11.2015 08:45:00";"2";"0";"190";"5,3";"8388608";"748264";"8,92";"45";"44";"554";"15";"85"
"20.11.2015 08:50:00";"2";"0";"174";"4,85";"8388608";"569586";"6,79";"0";"43";"554";"8";"10"
"20.11.2015 08:55:00";"2";"0";"170";"4,76";"8388608";"479828";"5,72";"0";"40";"554";"2";"2"
"20.11.2015 09:00:00";"2";"0";"174";"4,88";"8388608";"546937";"6,52";"0";"42";"554";"4";"4"
"20.11.2015 09:05:00";"2";"0";"170";"4,74";"8388608";"496606";"5,92";"0";"60";"554";"7";"8"
"20.11.2015 09:10:00";"2";"0";"213";"5,94";"8388608";"949590";"11,32";"0";"48";"554";"10";"12"
"20.11.2015 09:15:00";"2";"0";"171";"4,77";"8388608";"647601";"7,72";"0";"42";"554";"5";"5"
"20.11.2015 09:20:00";"2";"0";"153";"4,28";"8388608";"473956";"5,65";"31";"42";"554";"6";"35"
"20.11.2015 09:25:00";"2";"0";"183";"5,11";"8388608";"603141";"7,19";"0";"42";"554";"7";"31"
"20.11.2015 09:30:00";"2";"0";"190";"5,31";"8388608";"714709";"8,52";"2";"44";"554";"9";"22"
"20.11.2015 09:35:00";"2";"0";"180";"5,03";"8388608";"557842";"6,65";"0";"55";"554";"4";"5"
"20.11.2015 09:40:00";"2";"0";"175";"4,89";"8388608";"1117363";"13,32";"0";"43";"554";"2";"3"
"20.11.2015 09:45:00";"2";"0";"229";"6,4";"8388608";"859832";"10,25";"0";"47";"554";"16";"19"
"20.11.2015 09:50:00";"2";"0";"185";"5,18";"8388608";"792723";"9,45";"0";"44";"554";"10";"11"
"20.11.2015 09:55:00";"2";"0";"195";"5,45";"8388608";"697932";"8,32";"175";"47";"554";"25";"176"
"20.11.2015 10:00:00";"2";"0";"219";"6,11";"8388608";"681155";"8,12";"44";"45";"554";"5";"6"
"20.11.2015 10:05:00";"2";"0";"173";"4,83";"8388608";"809501";"9,65";"0";"60";"554";"4";"5"
"20.11.2015 10:10:00";"2";"0";"182";"5,07";"8388608";"1352244";"16,12";"7";"42";"554";"2";"2"
"20.11.2015 10:15:00";"2";"0";"225";"6,28";"8388608";"731487";"8,72";"0";"49";"554";"16";"22"
"20.11.2015 10:20:00";"2";"0";"153";"4,28";"8388608";"641729";"7,65";"0";"40";"554";"3";"3"
"20.11.2015 10:25:00";"2";"0";"211";"5,88";"8388608";"485700";"5,79";"2";"47";"554";"23";"80"
"20.11.2015 10:30:00";"2";"0";"195";"5,45";"8388608";"586364";"6,99";"0";"42";"554";"5";"6"
"20.11.2015 10:35:00";"2";"0";"195";"5,44";"8388608";"485700";"5,79";"1";"48";"554";"13";"26"
"20.11.2015 10:40:00";"2";"0";"209";"5,84";"8388608";"1509111";"17,99";"0";"42";"554";"21";"39"
"20.11.2015 10:45:00";"2";"0";"354";"9,87";"8388608";"921908";"10,99";"48";"52";"554";"53";"102"
"20.11.2015 10:50:00";"2";"0";"243";"6,79";"8388608";"536032";"6,39";"6";"46";"554";"35";"45"
"20.11.2015 10:55:00";"2";"0";"185";"5,18";"8388608";"519255";"6,19";"11";"44";"554";"13";"19"
"20.11.2015 11:00:00";"2";"0";"204";"5,71";"8388608";"821245";"9,79";"6";"43";"554";"16";"206"
"20.11.2015 11:05:00";"2";"0";"163";"4,56";"8388608";"697932";"8,32";"4";"46";"554";"6";"19"
"20.11.2015 11:10:00";"2";"0";"159";"4,45";"8388608";"1033476";"12,32";"0";"42";"554";"3";"3"
"20.11.2015 11:15:00";"2";"0";"210";"5,87";"8388608";"748264";"8,92";"0";"46";"554";"8";"9"
"20.11.2015 11:20:00";"2";"0";"155";"4,32";"8388608";"647601";"7,72";"1";"41";"554";"13";"208"
"20.11.2015 11:25:00";"2";"0";"182";"5,09";"8388608";"708837";"8,45";"2";"44";"554";"14";"22"
"20.11.2015 11:30:00";"2";"0";"204";"5,69";"8388608";"591397";"7,05";"0";"43";"554";"10";"15"
"20.11.2015 11:35:00";"2";"0";"183";"5,1";"8388608";"507511";"6,05";"0";"58";"554";"8";"9"
"20.11.2015 11:40:00";"2";"0";"199";"5,56";"8388608";"1044382";"12,45";"0";"44";"554";"14";"12"
"20.11.2015 11:45:00";"2";"0";"292";"8,14";"8388608";"597269";"7,12";"0";"46";"554";"38";"130"
"20.11.2015 11:50:00";"2";"0";"213";"5,95";"8388608";"536032";"6,39";"8";"45";"554";"24";"50"
"20.11.2015 11:55:00";"2";"0";"160";"4,48";"8388608";"473956";"5,65";"0";"43";"554";"4";"5"
"20.11.2015 12:00:00";"2";"0";"201";"5,61";"8388608";"490734";"5,85";"0";"42";"554";"5";"5"
"20.11.2015 12:05:00";"2";"0";"164";"4,59";"8388608";"502478";"5,99";"1";"60";"554";"4";"5"
"20.11.2015 12:10:00";"2";"0";"471";"13,14";"8388608";"3225420";"38,45";"45631";"694";"554";"16";"834"
"20.11.2015 12:15:00";"2";"0";"196";"5,48";"8388608";"1811100";"21,59";"13";"42";"554";"5";"6"
"20.11.2015 12:20:00";"2";"0";"148";"4,14";"8388608";"687027";"8,19";"6";"38";"554";"3";"3"
"20.11.2015 12:25:00";"2";"0";"166";"4,65";"8388608";"452146";"5,39";"3";"42";"554";"4";"5"
"20.11.2015 12:30:00";"2";"0";"194";"5,42";"8388608";"468923";"5,59";"0";"40";"554";"3";"4"
"20.11.2015 12:35:00";"2";"0";"170";"4,76";"8388608";"569586";"6,79";"31";"45";"554";"4";"5"
"20.11.2015 12:40:00";"2";"0";"166";"4,63";"8388608";"1089680";"12,99";"4";"46";"554";"6";"10"
"20.11.2015 12:45:00";"2";"0";"202";"5,65";"8388608";"821245";"9,79";"1";"45";"554";"5";"6"
"20.11.2015 12:50:00";"2";"0";"159";"4,46";"8388608";"536032";"6,39";"1";"39";"554";"5";"15"
"20.11.2015 12:55:00";"2";"0";"185";"5,17";"8388608";"569586";"6,79";"7";"42";"554";"14";"15"
"20.11.2015 13:00:00";"2";"0";"224";"6,26";"8388608";"546937";"6,52";"0";"42";"554";"16";"26"
"20.11.2015 13:05:00";"2";"0";"171";"4,77";"8388608";"653473";"7,79";"5";"56";"554";"9";"13"
"20.11.2015 13:10:00";"2";"0";"159";"4,43";"8388608";"1117363";"13,32";"6";"44";"554";"5";"17"
"20.11.2015 13:15:00";"2";"0";"214";"5,97";"8388608";"664378";"7,92";"10";"44";"554";"26";"186"
"20.11.2015 13:20:00";"2";"0";"154";"4,3";"8388608";"463051";"5,52";"0";"38";"554";"5";"6"
"20.11.2015 13:25:00";"2";"0";"200";"5,59";"8388608";"530160";"6,32";"3";"47";"554";"14";"23"
"20.11.2015 13:30:00";"2";"0";"279";"7,79";"8388608";"563714";"6,72";"4";"47";"554";"33";"69"
"20.11.2015 13:35:00";"2";"0";"248";"6,93";"8388608";"675283";"8,05";"5";"60";"554";"33";"53"
"20.11.2015 13:40:00";"2";"0";"184";"5,13";"8388608";"1178599";"14,05";"4";"45";"554";"17";"23"
"20.11.2015 13:45:00";"2";"0";"207";"5,77";"8388608";"624951";"7,45";"0";"44";"554";"5";"6"
"20.11.2015 13:50:00";"2";"0";"155";"4,34";"8388608";"536032";"6,39";"0";"40";"554";"2";"2"
"20.11.2015 13:55:00";"2";"0";"167";"4,67";"8388608";"557842";"6,65";"1";"42";"554";"8";"10"
"20.11.2015 14:00:00";"2";"0";"194";"5,43";"8388608";"463051";"5,52";"0";"42";"554";"3";"4"
"20.11.2015 14:05:00";"2";"0";"168";"4,7";"8388608";"574620";"6,85";"1";"59";"554";"5";"5"
"20.11.2015 14:10:00";"2";"0";"157";"4,39";"8388608";"1145045";"13,65";"0";"42";"554";"2";"3"
"20.11.2015 14:15:00";"2";"0";"192";"5,37";"8388608";"658506";"7,85";"0";"43";"554";"5";"6"
"20.11.2015 14:20:00";"2";"0";"174";"4,86";"8388608";"485700";"5,79";"0";"43";"554";"11";"13"
"20.11.2015 14:25:00";"2";"0";"190";"5,32";"8388608";"536032";"6,39";"19";"48";"554";"21";"32"
"20.11.2015 14:30:00";"2";"0";"263";"7,33";"8388608";"546937";"6,52";"2";"49";"554";"41";"61"
"20.11.2015 14:35:00";"2";"0";"187";"5,22";"8388608";"725615";"8,65";"6";"54";"554";"13";"19"
"20.11.2015 14:40:00";"2";"0";"210";"5,87";"8388608";"1425224";"16,99";"32";"48";"554";"21";"36"
"20.11.2015 14:45:00";"2";"0";"308";"8,59";"8388608";"955462";"11,39";"0";"48";"554";"35";"31"
"20.11.2015 14:50:00";"2";"0";"175";"4,9";"8388608";"687027";"8,19";"0";"41";"554";"9";"10"
"20.11.2015 14:55:00";"2";"0";"232";"6,49";"8388608";"770913";"9,19";"2";"50";"554";"31";"43"
"20.11.2015 15:00:00";"2";"0";"269";"7,49";"8388608";"687027";"8,19";"2";"50";"554";"35";"52"
"20.11.2015 15:05:00";"2";"0";"215";"6,01";"8388608";"697932";"8,32";"4";"63";"554";"25";"41"
"20.11.2015 15:10:00";"2";"0";"200";"5,57";"8388608";"1207121";"14,39";"27";"45";"554";"10";"12"
"20.11.2015 15:15:00";"2";"0";"231";"6,46";"8388608";"574620";"6,85";"4";"46";"554";"14";"35"
"20.11.2015 15:20:00";"2";"0";"333";"9,28";"8388608";"557842";"6,65";"32";"56";"554";"66";"170"
"20.11.2015 15:25:00";"2";"0";"340";"9,49";"8388608";"687027";"8,19";"21";"61";"554";"81";"289"
"20.11.2015 15:30:00";"2";"0";"229";"6,38";"8388608";"737359";"8,79";"0";"44";"554";"12";"14"
"20.11.2015 15:35:00";"2";"0";"193";"5,4";"8388608";"541065";"6,45";"1";"56";"554";"12";"14"
"20.11.2015 15:40:00";"2";"0";"167";"4,67";"8388608";"1083808";"12,92";"35";"42";"554";"2";"3"
"20.11.2015 15:45:00";"2";"0";"201";"5,61";"8388608";"720581";"8,59";"8";"44";"554";"9";"13"
"20.11.2015 15:50:00";"2";"0";"165";"4,61";"8388608";"848927";"10,12";"0";"42";"554";"6";"8"
"20.11.2015 15:55:00";"2";"0";"160";"4,48";"8388608";"608174";"7,25";"0";"46";"554";"3";"3"
"20.11.2015 16:00:00";"2";"0";"204";"5,69";"8388608";"429497";"5,12";"0";"43";"554";"7";"17"
"20.11.2015 16:05:00";"2";"0";"181";"5,06";"8388608";"675283";"8,05";"0";"60";"554";"9";"12"
"20.11.2015 16:10:00";"2";"0";"192";"5,38";"8388608";"1228931";"14,65";"151";"45";"554";"13";"225"
"20.11.2015 16:15:00";"2";"0";"193";"5,38";"8388608";"653473";"7,79";"0";"44";"554";"3";"4"
"20.11.2015 16:20:00";"2";"0";"152";"4,25";"8388608";"614046";"7,32";"0";"40";"554";"4";"5"
"20.11.2015 16:25:00";"2";"0";"164";"4,59";"8388608";"546937";"6,52";"0";"42";"554";"3";"3"
"20.11.2015 16:30:00";"2";"0";"222";"6,21";"8388608";"748264";"8,92";"2";"45";"554";"20";"99"
"20.11.2015 16:35:00";"2";"0";"170";"4,77";"8388608";"530160";"6,32";"2";"52";"554";"3";"3"
"20.11.2015 16:40:00";"2";"0";"160";"4,47";"8388608";"1083808";"12,92";"0";"43";"554";"4";"5"
"20.11.2015 16:45:00";"2";"0";"210";"5,87";"8388608";"765041";"9,12";"1";"44";"554";"23";"137"
"20.11.2015 16:50:00";"2";"0";"160";"4,47";"8388608";"574620";"6,85";"1";"42";"554";"4";"5"
"20.11.2015 16:55:00";"2";"0";"157";"4,39";"8388608";"429497";"5,12";"0";"41";"554";"3";"3"
"20.11.2015 17:00:00";"2";"0";"203";"5,68";"8388608";"552809";"6,59";"0";"44";"554";"5";"6"
"20.11.2015 17:05:00";"2";"0";"161";"4,49";"8388608";"636695";"7,59";"0";"56";"554";"3";"3"
"20.11.2015 17:10:00";"2";"0";"163";"4,57";"8388608";"1240675";"14,79";"0";"44";"554";"4";"5"
"20.11.2015 17:15:00";"2";"0";"199";"5,56";"8388608";"754136";"8,99";"1";"46";"554";"8";"8"
"20.11.2015 17:20:00";"2";"0";"191";"5,34";"8388608";"619918";"7,39";"0";"44";"554";"20";"29"
"20.11.2015 17:25:00";"2";"0";"171";"4,79";"8388608";"603141";"7,19";"0";"43";"554";"5";"5"
"20.11.2015 17:30:00";"2";"0";"206";"5,77";"8388608";"664378";"7,92";"9";"45";"554";"5";"6"
"20.11.2015 17:35:00";"2";"0";"170";"4,75";"8388608";"619918";"7,39";"1";"51";"554";"3";"3"
"20.11.2015 17:40:00";"2";"0";"161";"4,5";"8388608";"1207121";"14,39";"0";"43";"554";"4";"5"
"20.11.2015 17:45:00";"2";"0";"200";"5,59";"8388608";"731487";"8,72";"1";"43";"554";"4";"4"
"20.11.2015 17:50:00";"2";"0";"157";"4,38";"8388608";"658506";"7,85";"0";"41";"554";"4";"5"
"20.11.2015 17:55:00";"2";"0";"159";"4,43";"8388608";"608174";"7,25";"0";"42";"554";"4";"6"
"20.11.2015 18:00:00";"2";"0";"221";"6,19";"8388608";"603141";"7,19";"10";"45";"554";"26";"58"
"20.11.2015 18:05:00";"2";"0";"166";"4,65";"8388608";"641729";"7,65";"0";"59";"554";"5";"14"
"20.11.2015 18:10:00";"2";"0";"436";"12,15";"8388608";"2912525";"34,72";"45465";"338";"554";"16";"511"
"20.11.2015 18:15:00";"2";"0";"198";"5,53";"8388608";"1962095";"23,39";"1";"42";"554";"3";"4"
"20.11.2015 18:20:00";"2";"0";"150";"4,2";"8388608";"658506";"7,85";"0";"38";"554";"4";"5"
"20.11.2015 18:25:00";"2";"0";"169";"4,72";"8388608";"630823";"7,52";"1";"41";"554";"3";"3"
"20.11.2015 18:30:00";"2";"0";"241";"6,72";"8388608";"670250";"7,99";"1";"46";"554";"16";"21"
"20.11.2015 18:35:00";"2";"0";"263";"7,33";"8388608";"854799";"10,19";"94";"129";"554";"15";"21"
"20.11.2015 18:40:00";"2";"0";"165";"4,61";"8388608";"1111491";"13,25";"1";"49";"554";"4";"5"
"20.11.2015 18:45:00";"2";"0";"206";"5,75";"8388608";"619918";"7,39";"20";"44";"554";"10";"31"
"20.11.2015 18:50:00";"2";"0";"165";"4,62";"8388608";"608174";"7,25";"12";"45";"554";"9";"35"
"20.11.2015 18:55:00";"2";"0";"159";"4,43";"8388608";"636695";"7,59";"1";"41";"554";"3";"3"
"20.11.2015 19:00:00";"2";"0";"193";"5,39";"8388608";"624951";"7,45";"2";"43";"554";"5";"6"
"20.11.2015 19:05:00";"2";"0";"157";"4,39";"8388608";"781818";"9,32";"10";"68";"554";"3";"3"
"20.11.2015 19:10:00";"2";"0";"172";"4,81";"8388608";"1223898";"14,59";"0";"43";"554";"4";"5"
"20.11.2015 19:15:00";"2";"0";"241";"6,73";"8388608";"882482";"10,52";"2";"47";"554";"18";"86"
"20.11.2015 19:20:00";"2";"0";"151";"4,23";"8388608";"804468";"9,59";"0";"39";"554";"6";"15"
"20.11.2015 19:25:00";"2";"0";"183";"5,12";"8388608";"563714";"6,72";"1";"46";"554";"11";"51"
"20.11.2015 19:30:00";"2";"0";"221";"6,16";"8388608";"854799";"10,19";"2";"44";"554";"12";"19"
"20.11.2015 19:35:00";"2";"0";"178";"4,97";"8388608";"754136";"8,99";"8";"53";"554";"9";"112"
"20.11.2015 19:40:00";"2";"0";"168";"4,69";"8388608";"1039349";"12,39";"1";"45";"554";"4";"5"
"20.11.2015 19:45:00";"2";"0";"221";"6,17";"8388608";"569586";"6,79";"9";"44";"554";"7";"23"
"20.11.2015 19:50:00";"2";"0";"172";"4,82";"8388608";"737359";"8,79";"0";"41";"554";"8";"13"
"20.11.2015 19:55:00";"2";"0";"176";"4,92";"8388608";"507511";"6,05";"0";"44";"554";"8";"8"
"20.11.2015 20:00:00";"2";"0";"217";"6,06";"8388608";"641729";"7,65";"2";"44";"554";"12";"11"
"20.11.2015 20:05:00";"2";"0";"231";"6,46";"8388608";"624951";"7,45";"247";"58";"554";"18";"19"
"20.11.2015 20:10:00";"2";"0";"226";"6,32";"8388608";"1318689";"15,72";"31";"49";"554";"4";"5"
"20.11.2015 20:15:00";"2";"0";"200";"5,58";"8388608";"859832";"10,25";"0";"45";"554";"3";"4"
"20.11.2015 20:20:00";"2";"0";"152";"4,25";"8388608";"630823";"7,52";"0";"39";"554";"4";"5"
"20.11.2015 20:25:00";"2";"0";"162";"4,53";"8388608";"591397";"7,05";"1";"44";"554";"3";"3"
"20.11.2015 20:30:00";"2";"0";"193";"5,4";"8388608";"614046";"7,32";"0";"44";"554";"5";"6"
"20.11.2015 20:35:00";"2";"0";"169";"4,72";"8388608";"636695";"7,59";"2";"54";"554";"3";"3"
"20.11.2015 20:40:00";"2";"0";"168";"4,68";"8388608";"1547698";"18,45";"0";"44";"554";"4";"5"
"20.11.2015 20:45:00";"2";"0";"198";"5,53";"8388608";"821245";"9,79";"0";"42";"554";"3";"4"
"20.11.2015 20:50:00";"2";"0";"160";"4,47";"8388608";"536032";"6,39";"0";"41";"554";"4";"5"
"20.11.2015 20:55:00";"2";"0";"160";"4,46";"8388608";"586364";"6,99";"0";"43";"554";"3";"3"
"20.11.2015 21:00:00";"2";"0";"201";"5,6";"8388608";"664378";"7,92";"0";"43";"554";"5";"6"
"20.11.2015 21:05:00";"2";"0";"164";"4,58";"8388608";"574620";"6,85";"1";"61";"554";"3";"3"
"20.11.2015 21:10:00";"2";"0";"452";"12,6";"8388608";"3365509";"40,12";"45441";"289";"554";"18";"247"
"20.11.2015 21:15:00";"2";"0";"195";"5,44";"8388608";"2218787";"26,45";"9";"42";"554";"3";"4"
"20.11.2015 21:20:00";"2";"0";"151";"4,21";"8388608";"1027604";"12,25";"1";"38";"554";"4";"5"
"20.11.2015 21:25:00";"2";"0";"166";"4,63";"8388608";"546937";"6,52";"2";"42";"554";"3";"3"
"20.11.2015 21:30:00";"2";"0";"202";"5,64";"8388608";"552809";"6,59";"0";"42";"554";"5";"6"
"20.11.2015 21:35:00";"2";"0";"169";"4,72";"8388608";"754136";"8,99";"22";"49";"554";"3";"3"
"20.11.2015 21:40:00";"2";"0";"172";"4,79";"8388608";"1223898";"14,59";"36";"48";"554";"4";"5"
"20.11.2015 21:45:00";"2";"0";"198";"5,54";"8388608";"854799";"10,19";"0";"44";"554";"4";"4"
"20.11.2015 21:50:00";"2";"0";"156";"4,36";"8388608";"703804";"8,39";"0";"39";"554";"4";"5"
"20.11.2015 21:55:00";"2";"0";"161";"4,5";"8388608";"496606";"5,92";"2";"41";"554";"3";"3"
"20.11.2015 22:00:00";"2";"0";"218";"6,09";"8388608";"725615";"8,65";"0";"43";"554";"13";"14"
"20.11.2015 22:05:00";"2";"0";"371";"10,35";"8388608";"2051015";"24,45";"79";"127";"554";"3";"3"
"20.11.2015 22:10:00";"2";"0";"181";"5,06";"8388608";"1743992";"20,79";"21";"47";"554";"4";"5"
"20.11.2015 22:15:00";"2";"0";"197";"5,49";"8388608";"921908";"10,99";"0";"43";"554";"3";"4"
"20.11.2015 22:20:00";"2";"0";"157";"4,4";"8388608";"653473";"7,79";"0";"42";"554";"4";"5"
"20.11.2015 22:25:00";"2";"0";"171";"4,78";"8388608";"552809";"6,59";"11";"43";"554";"3";"3"
"20.11.2015 22:30:00";"2";"0";"206";"5,75";"8388608";"630823";"7,52";"0";"43";"554";"5";"6"
"20.11.2015 22:35:00";"2";"0";"166";"4,63";"8388608";"770913";"9,19";"15";"138";"554";"3";"3"
"20.11.2015 22:40:00";"2";"0";"174";"4,87";"8388608";"1486461";"17,72";"33";"44";"554";"4";"5"
"20.11.2015 22:45:00";"2";"0";"209";"5,84";"8388608";"775946";"9,25";"0";"43";"554";"3";"4"
"20.11.2015 22:50:00";"2";"0";"165";"4,63";"8388608";"536032";"6,39";"2";"41";"554";"4";"5"
"20.11.2015 22:55:00";"2";"0";"167";"4,68";"8388608";"519255";"6,19";"0";"42";"554";"3";"3"
"20.11.2015 23:00:00";"2";"0";"202";"5,64";"8388608";"692060";"8,25";"0";"42";"554";"5";"6"
"20.11.2015 23:05:00";"2";"0";"193";"5,4";"8388608";"608174";"7,25";"1";"45";"554";"3";"3"
"20.11.2015 23:10:00";"2";"0";"179";"5";"8388608";"1190343";"14,19";"1";"45";"554";"4";"5"
"20.11.2015 23:15:00";"2";"0";"201";"5,62";"8388608";"905131";"10,79";"0";"44";"554";"3";"4"
"20.11.2015 23:20:00";"2";"0";"159";"4,46";"8388608";"658506";"7,85";"0";"39";"554";"4";"5"
"20.11.2015 23:25:00";"2";"0";"180";"5,04";"8388608";"580492";"6,92";"5";"96";"554";"3";"3"
"20.11.2015 23:30:00";"2";"0";"203";"5,68";"8388608";"496606";"5,92";"0";"42";"554";"5";"6"
"20.11.2015 23:35:00";"2";"0";"177";"4,94";"8388608";"630823";"7,52";"5";"55";"554";"3";"3"
"20.11.2015 23:40:00";"2";"0";"164";"4,57";"8388608";"1228931";"14,65";"0";"45";"554";"4";"5"
"20.11.2015 23:45:00";"2";"0";"207";"5,79";"8388608";"687027";"8,19";"0";"45";"554";"3";"4"
"20.11.2015 23:50:00";"2";"0";"164";"4,57";"8388608";"597269";"7,12";"0";"42";"554";"4";"5"
"20.11.2015 23:55:00";"2";"0";"164";"4,59";"8388608";"485700";"5,79";"1";"88";"554";"2";"3"
"21.11.2015 00:00:00";"2";"0";"192";"5,36";"8388608";"446274";"5,32";"0";"43";"554";"5";"6"
"21.11.2015 00:05:00";"2";"0";"172";"4,82";"8388608";"759169";"9,05";"15";"57";"554";"3";"3"
"21.11.2015 00:10:00";"2";"0";"162";"4,53";"8388608";"1358116";"16,19";"47";"44";"554";"4";"5"
"21.11.2015 00:15:00";"2";"0";"219";"6,12";"8388608";"737359";"8,79";"900";"43";"554";"10";"243"
"21.11.2015 00:20:00";"2";"0";"546";"15,21";"8388608";"2134901";"25,45";"9172";"44";"554";"67";"2776"
"21.11.2015 00:25:00";"2";"0";"159";"4,44";"8388608";"1732248";"20,65";"8";"44";"554";"3";"3"
"21.11.2015 00:30:00";"2";"0";"182";"5,07";"8388608";"770913";"9,19";"0";"43";"554";"5";"6"
"21.11.2015 00:35:00";"2";"0";"170";"4,74";"8388608";"524288";"6,25";"62";"44";"554";"3";"3"
"21.11.2015 00:40:00";"2";"0";"166";"4,64";"8388608";"989017";"11,79";"0";"43";"554";"4";"5"
"21.11.2015 00:45:00";"2";"0";"203";"5,68";"8388608";"496606";"5,92";"0";"43";"554";"3";"3"
"21.11.2015 00:50:00";"2";"0";"169";"4,72";"8388608";"519255";"6,19";"5";"42";"554";"6";"17"
"21.11.2015 00:55:00";"2";"0";"166";"4,64";"8388608";"557842";"6,65";"1";"43";"554";"2";"3"
"21.11.2015 01:00:00";"2";"0";"214";"5,98";"8388608";"714709";"8,52";"0";"44";"554";"5";"6"
"21.11.2015 01:05:00";"2";"0";"185";"5,17";"8388608";"916036";"10,92";"98";"49";"554";"10";"156"
"21.11.2015 01:10:00";"2";"0";"160";"4,47";"8388608";"1777546";"21,19";"0";"42";"554";"4";"5"
"21.11.2015 01:15:00";"2";"0";"194";"5,41";"8388608";"838022";"9,99";"0";"43";"554";"3";"3"
"21.11.2015 01:20:00";"2";"0";"157";"4,39";"8388608";"468923";"5,59";"0";"40";"554";"4";"5"
"21.11.2015 01:25:00";"2";"0";"167";"4,66";"8388608";"496606";"5,92";"0";"44";"554";"3";"3"
"21.11.2015 01:30:00";"2";"0";"209";"5,83";"8388608";"1010827";"12,05";"1";"44";"554";"5";"6"
"21.11.2015 01:35:00";"2";"0";"181";"5,06";"8388608";"759169";"9,05";"15";"56";"554";"3";"3"
"21.11.2015 01:40:00";"2";"0";"161";"4,49";"8388608";"1240675";"14,79";"0";"42";"554";"4";"5"
"21.11.2015 01:45:00";"2";"0";"210";"5,86";"8388608";"619918";"7,39";"0";"47";"554";"3";"4"
"21.11.2015 01:50:00";"2";"0";"163";"4,57";"8388608";"687027";"8,19";"0";"40";"554";"4";"5"
